Consequent	Antecedent 	Support %	Confidence %
tolazamide = No	admission_type_id = 1 and readmitted = NO and number_outpatient = 0 and number_emergency = 0	23.00964958827113	99.96156474205672
tolazamide = No	admission_source_id = 1 and gender = Female	15.339111294538451	99.96156310057656
tolazamide = No	readmitted = >30 and admission_type_id = 1 and admission_source_id = 7 and glipizide = No and number_emergency = 0	12.782265196627558	99.96156211562116
tolazamide = No	admission_type_id = 2 and number_inpatient = 0 and number_outpatient = 0 and number_emergency = 0	10.223453805789754	99.96155324875048
tolazamide = No	admission_type_id = 1 and discharge_disposition_id = 1 and number_inpatient = 0 and metformin = No and number_emergency = 0	15.33125012283081	99.96154339187284
tolazamide = No	num_procedures = 1 and metformin = No and glipizide = No and number_emergency = 0	12.77342137845646	99.96153550273098
tolazamide = No	num_procedures = 0 and change and discharge_disposition_id = 1 and number_inpatient = 0	10.218540573472476	99.96153476295798
tolazamide = No	gender = Male and discharge_disposition_id = 1 and metformin = No	22.986066073148205	99.96152530779754
tolazamide = No	gender = Female and readmitted = NO and metformin = No and number_outpatient = 0 and glipizide = No	17.87335652378987	99.96151520149542
tolazamide = No	readmitted = >30 and change and discharge_disposition_id = 1 and metformin = No	10.205766169447557	99.96148661659927
tolazamide = No	admission_type_id = 1 and change and admission_source_id = 7 and number_outpatient = 0 and glipizide = No	20.408584399504743	99.96148105349319
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and number_inpatient = 0 and number_outpatient = 0 and glipizide = No	12.753768449187353	99.96147623083442
tolazamide = No	admission_type_id = 1 and readmitted = NO and metformin = No and number_outpatient = 0 and glipizide = No	17.850755655130396	99.96146647583397
tolazamide = No	readmitted = >30 and change and metformin = No and glipizide = No	15.294892203682958	99.96145197558624
tolazamide = No	readmitted = >30 and gender = Male and discharge_disposition_id = 1	10.189061179568814	99.96142347381618
tolazamide = No	admission_type_id = 1 and readmitted = NO and number_outpatient = 0 and glipizide = No and number_emergency = 0	20.37419177328381	99.96141603163885
tolazamide = No	num_procedures = 0 and change and glipizide = No and number_emergency = 0	20.355521490478157	99.96138064204683
tolazamide = No	num_procedures = 0 and gender = Female and discharge_disposition_id = 1 and metformin = No and glipizide = No	10.172356189690074	99.96136012364761
tolazamide = No	admission_type_id = 1 and readmitted = NO	27.96611834994006	99.96134926212228
tolazamide = No	num_procedures = 0 and number_outpatient = 0	38.135526600239764	99.96134917158392
tolazamide = No	time_in_hospital = 3 and glipizide = No	15.251655759290921	99.96134269699117
tolazamide = No	admission_type_id = 1 and discharge_disposition_id = 1 and number_inpatient = 0 and number_outpatient = 0 and number_emergency = 0	17.791796867323075	99.96133878272396
tolazamide = No	num_procedures = 1 and number_inpatient = 0 and metformin = No	10.165477664445886	99.96133397776704
tolazamide = No	age = [60-70) and admission_source_id = 7 and glipizide = No	10.16056443212861	99.96131528046422
tolazamide = No	num_procedures = 0 and readmitted = NO and discharge_disposition_id = 1 and number_inpatient = 0 and glipizide = No	10.15565119981133	99.96129656507014
tolazamide = No	age = [80-90) and metformin = No and glipizide = No	12.690879075526206	99.96128532713898
tolazamide = No	metformin = Steady and discharge_disposition_id = 1 and number_emergency = 0	10.148772674567144	99.96127033307513
tolazamide = No	metformin = Steady and discharge_disposition_id = 1 and diabetesMed and number_emergency = 0	10.148772674567144	99.96127033307513
tolazamide = No	readmitted = >30 and discharge_disposition_id = 1 and metformin = No and glipizide = No and number_emergency = 0	12.68596584320893	99.96127033307513
tolazamide = No	admission_type_id = 1 and readmitted = NO and discharge_disposition_id = 1 and number_inpatient = 0 and metformin = No	10.144842088713322	99.96125532739248
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and change and number_outpatient = 0 and number_emergency = 0	12.673191439184011	99.9612312940994
tolazamide = No	num_procedures = 0 and readmitted = NO and discharge_disposition_id = 1 and metformin = No and number_emergency = 0	10.135998270542226	99.96122152205525
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and readmitted = NO and admission_source_id = 7 and number_inpatient = 0	10.135015624078768	99.96121776226488
tolazamide = No	readmitted = >30 and change and admission_source_id = 7 and glipizide = No	10.127154452371126	99.96118765767514
tolazamide = No	num_procedures = 1 and number_outpatient = 0 and number_emergency = 0	15.184835799775955	99.96117258784703
tolazamide = No	gender = Male and number_diagnoses = 9 and diabetesMed	17.715150443173556	99.96117151098292
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and discharge_disposition_id = 1 and diabetesMed and number_emergency = 0	12.653538509914902	99.96117108022055
tolazamide = No	age = [60-70) and discharge_disposition_id = 1 and diabetesMed and number_emergency = 0	10.119293280663483	99.9611575063119
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and diabetesMed and number_emergency = 0	20.232690682546234	99.96114618746964
tolazamide = No	change and glipizide = No and number_emergency = 0	45.520114773106926	99.96114325187807
tolazamide = No	admission_type_id = 1 and readmitted = NO and admission_source_id = 7 and metformin = No and glipizide = No	17.70139339268518	99.9611413345176
tolazamide = No	admission_type_id = 1 and number_outpatient = 0 and number_emergency = 0	40.45850283984828	99.96113958176474
tolazamide = No	readmitted = >30 and change and admission_source_id = 7 and metformin = No	10.11339740188275	99.96113486202876
tolazamide = No	num_procedures = 0 and readmitted = NO and metformin = No and glipizide = No and number_emergency = 0	15.170096102824127	99.96113486202876
tolazamide = No	readmitted = >30 and admission_source_id = 7 and number_emergency = 0	17.693532220977538	99.96112406975453
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and admission_source_id = 7 and diabetesMed	20.205176581569482	99.96109327886393
tolazamide = No	num_procedures = 0 and readmitted = NO and admission_source_id = 7 and glipizide = No and number_emergency = 0	12.62209382308433	99.96107434799532
tolazamide = No	gender = Female and number_inpatient = 0 and number_emergency = 0	32.81547864709235	99.96107201676898
tolazamide = No	gender = Female and diabetesMed and metformin = No and number_outpatient = 0	25.238291767387928	99.96106525463323
tolazamide = No	admission_source_id = 1 and readmitted = NO and metformin = No	12.614232651376689	99.96105008958479
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and admission_source_id = 7 and number_outpatient = 0 and number_emergency = 0	20.18257571291001	99.96104971030721
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and change and metformin = No and number_outpatient = 0	12.605388833205588	99.96102276270658
tolazamide = No	num_procedures = 0 and number_diagnoses = 9 and admission_type_id = 1 and number_outpatient = 0 and number_emergency = 0	10.064265078709981	99.96094512790471
tolazamide = No	num_procedures = 0 and gender = Male and discharge_disposition_id = 1 and metformin = No	10.061317139319616	99.96093368493017
tolazamide = No	readmitted = >30 and admission_type_id = 1 and diabetesMed and number_emergency = 0	12.574926792838474	99.96092834258029
tolazamide = No	gender = Male and admission_type_id = 1 and number_inpatient = 0 and metformin = No	12.574926792838474	99.96092834258029
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and admission_source_id = 7 and discharge_disposition_id = 1 and metformin = No	12.569030914057741	99.96091001485419
tolazamide = No	admission_type_id = 1 and change and admission_source_id = 7 and metformin = No and number_outpatient = 0	20.109859874614312	99.96090886880039
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and metformin = No and number_outpatient = 0 and glipizide = No	17.595267574631997	99.96090695856138
tolazamide = No	num_procedures = 0 and number_diagnoses = 9 and admission_type_id = 1 and glipizide = No	12.564117681740465	99.96089472860942
tolazamide = No	readmitted = NO and change	30.150541438201362	99.96089039533292
tolazamide = No	admission_source_id = 1 and number_inpatient = 0 and diabetesMed and metformin = No and number_emergency = 0	10.048542735294696	99.96088402112264
tolazamide = No	number_inpatient = 1 and diabetesMed	15.071831456478588	99.9608814708567
tolazamide = No	discharge_disposition_id = 1 and number_outpatient = 0	50.22600868659474	99.96087101128872
tolazamide = No	readmitted = NO and admission_source_id = 7 and number_inpatient = 0 and glipizide = No and number_emergency = 0	17.57364935243598	99.96085886826214
tolazamide = No	gender = Female and readmitted = NO and admission_source_id = 7 and number_inpatient = 0 and number_outpatient = 0	10.029872452489043	99.96081120799451
tolazamide = No	num_procedures = 0 and gender = Female and discharge_disposition_id = 1 and diabetesMed and number_emergency = 0	10.027907159562133	99.9608035276825
tolazamide = No	readmitted = >30 and num_procedures = 0 and admission_source_id = 7 and number_emergency = 0	10.024959220171766	99.96079200156832
tolazamide = No	admission_type_id = 1 and admission_source_id = 7 and discharge_disposition_id = 1 and number_inpatient = 0 and number_emergency = 0	17.52943026158049	99.96076013229441
tolazamide = No	admission_type_id = 1 and admission_source_id = 7 and discharge_disposition_id = 1 and metformin = No and glipizide = No	20.033213450464793	99.96075930740179
tolazamide = No	readmitted = >30 and admission_type_id = 1 and diabetesMed and glipizide = No	12.518915944421515	99.9607535321821
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and admission_source_id = 7 and metformin = No and number_outpatient = 0	17.51862115048248	99.96073592102312
tolazamide = No	change and admission_source_id = 7	30.026727983805984	99.96072912916844
tolazamide = No	admission_type_id = 1 and gender = Female and discharge_disposition_id = 1 and number_inpatient = 0 and number_emergency = 0	10.008254230293025	99.9607265586647
tolazamide = No	num_procedures = 0 and glipizide = No	40.02515574946446	99.96071884513404
tolazamide = No	num_procedures = 0 and readmitted = NO and discharge_disposition_id = 1 and diabetesMed and number_outpatient = 0	10.004323644439204	99.96071112857283
tolazamide = No	admission_type_id = 2 and diabetesMed and number_emergency = 0	12.4884539040544	99.96065780155796
tolazamide = No	readmitted = >30 and discharge_disposition_id = 1 and number_outpatient = 0 and number_emergency = 0	14.983393274767604	99.96065057712487
tolazamide = No	admission_type_id = 1 and readmitted = NO and admission_source_id = 7 and number_emergency = 0	22.47017667983413	99.96064197314908
tolazamide = No	admission_type_id = 1 and number_inpatient = 0 and diabetesMed and metformin = No and number_emergency = 0	17.468506180846255	99.96062327726838
tolazamide = No	change and metformin = No and number_emergency = 0	44.90694337991077	99.96061269146608
tolazamide = No	num_procedures = 0 and change and metformin = No and number_emergency = 0	19.956567026315273	99.96060859717366
tolazamide = No	change and discharge_disposition_id = 1 and number_inpatient = 0 and metformin = No and number_emergency = 0	19.9339661576558	99.96056393571922
tolazamide = No	gender = Male and change and discharge_disposition_id = 1 and number_outpatient = 0 and glipizide = No	12.451113338443095	99.96053981532633
tolazamide = No	gender = Male and readmitted = NO and discharge_disposition_id = 1 and metformin = No	12.45013069197964	99.9605367008682
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and number_inpatient = 0 and metformin = No	14.935243598058289	99.96052371866571
tolazamide = No	admission_type_id = 3 and glipizide = No and number_emergency = 0	14.933278305131381	99.96051852339278
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and discharge_disposition_id = 1 and metformin = No and glipizide = No	12.44128687380854	99.96050864860595
tolazamide = No	admission_type_id = 3 and metformin = No and glipizide = No	12.438338934418175	99.96049928898721
tolazamide = No	discharge_disposition_id = 1 and metformin = No and number_outpatient = 0	39.798164416406266	99.96049480259747
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and number_outpatient = 0 and glipizide = No and number_emergency = 0	19.89269500619067	99.96048211815847
tolazamide = No	age = [50-60) and glipizide = No	14.917555961716095	99.96047691192939
tolazamide = No	admission_type_id = 1 and readmitted = NO and admission_source_id = 7 and glipizide = No and number_emergency = 0	19.88286854155612	99.96046258772363
tolazamide = No	gender = Female and readmitted = NO and change and number_inpatient = 0	12.42654717685671	99.96046180610469
tolazamide = No	metformin = No and number_outpatient = 0	67.08330876717174	99.9604499912111
tolazamide = No	gender = Female and change and number_inpatient = 0 and glipizide = No and number_emergency = 0	17.39087711023328	99.96044750819301
tolazamide = No	admission_source_id = 1 and number_inpatient = 0 and number_outpatient = 0	17.38498123145255	99.96043409450598
tolazamide = No	admission_source_id = 7 and metformin = No and number_emergency = 0	39.71857005286638	99.96041563582385
tolazamide = No	gender = Female and readmitted = NO and number_outpatient = 0	24.81280584871175	99.96039760801553
tolazamide = No	age = [50-60) and number_emergency = 0	14.879232749641332	99.96037511557257
tolazamide = No	discharge_disposition_id = 1 and metformin = No and glipizide = No and number_emergency = 0	37.17155041959004	99.96034683303373
tolazamide = No	num_procedures = 0 and number_inpatient = 0 and number_emergency = 0	27.250751724544543	99.96033463147268
tolazamide = No	readmitted = >30 and metformin = No and number_outpatient = 0	22.295265609339072	99.96033320111067
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and discharge_disposition_id = 1 and number_inpatient = 0	12.377414853683941	99.9603048586853
tolazamide = No	num_procedures = 0 and gender = Female and diabetesMed and metformin = No and number_emergency = 0	12.3695536819763	99.96027963139498
tolazamide = No	admission_type_id = 1 and number_outpatient = 0	44.52272861269972	99.96027279348473
tolazamide = No	readmitted = >30 and num_procedures = 0 and glipizide = No and number_emergency = 0	12.36464044965902	99.96026384804895
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and admission_source_id = 7 and number_outpatient = 0	22.248098579093213	99.96024910560489
tolazamide = No	gender = Male and change and discharge_disposition_id = 1 and metformin = No and number_outpatient = 0	12.357761924414834	99.9602417302799
tolazamide = No	admission_type_id = 1 and readmitted = NO and glipizide = No	24.705697384195112	99.96022591679262
tolazamide = No	admission_type_id = 1 and readmitted = NO and discharge_disposition_id = 1 and number_outpatient = 0	14.816343375980189	99.96020692399522
tolazamide = No	gender = Female and change and number_inpatient = 0 and number_outpatient = 0	17.285733938643556	99.96020692399522
tolazamide = No	admission_type_id = 3 and number_inpatient = 0 and number_emergency = 0	12.343022227463003	99.96019425204999
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and admission_source_id = 7 and diabetesMed and number_emergency = 0	17.278855413399366	99.96019108280255
tolazamide = No	admission_source_id = 1 and gender = Female and number_outpatient = 0	12.341056934536093	99.9601879130504
tolazamide = No	num_procedures = 0 and metformin = No and number_outpatient = 0 and number_emergency = 0	27.119077098441522	99.96014203927821
tolazamide = No	gender = Male and number_diagnoses = 9 and diabetesMed and glipizide = No	14.785881335613075	99.96012494184887
tolazamide = No	admission_type_id = 1 and readmitted = NO and admission_source_id = 7 and metformin = No and number_outpatient = 0	17.24839337303225	99.96012077707515
tolazamide = No	num_procedures = 0 and admission_source_id = 7 and number_emergency = 0	27.097458876245504	99.96011024078909
tolazamide = No	admission_type_id = 1 and admission_source_id = 7 and glipizide = No	41.868600514906746	99.96010138941044
tolazamide = No	num_procedures = 0 and admission_source_id = 7 and metformin = No	24.618241848947587	99.96008462060432
tolazamide = No	admission_type_id = 1 and discharge_disposition_id = 1 and number_inpatient = 0 and glipizide = No and number_emergency = 0	17.232671029616963	99.96008439299766
tolazamide = No	num_procedures = 0 and number_outpatient = 0 and number_emergency = 0	34.4614114733801	99.96007984031937
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and discharge_disposition_id = 1 and metformin = No and number_emergency = 0	12.30764695477861	99.96007984031937
tolazamide = No	admission_type_id = 3 and admission_source_id = 1 and diabetesMed	12.304699015388243	99.96007027631369
tolazamide = No	readmitted = NO and change and number_inpatient = 0 and number_emergency = 0	22.140007468113122	99.96005503528473
tolazamide = No	num_procedures = 0 and number_inpatient = 0	29.505925358174633	99.96003596762914
tolazamide = No	admission_type_id = 2 and diabetesMed and number_outpatient = 0	12.290941964899869	99.96002558362648
tolazamide = No	admission_type_id = 1 and change and admission_source_id = 7 and number_inpatient = 0 and number_outpatient = 0	14.747558123538312	99.96002132196162
tolazamide = No	readmitted = >30 and metformin = No and number_outpatient = 0 and glipizide = No	19.653911915571015	99.9600019999
tolazamide = No	admission_source_id = 7	56.496275769903505	99.95999582565138
tolazamide = No	gender = Female and discharge_disposition_id = 1 and number_inpatient = 0 and metformin = No and glipizide = No	14.735766365976849	99.95998933048813
tolazamide = No	num_procedures = 0 and readmitted = NO and number_inpatient = 0 and diabetesMed and number_emergency = 0	12.277184914411492	99.95998079077958
tolazamide = No	num_procedures = 0 and discharge_disposition_id = 1 and number_emergency = 0	24.55142188943262	99.95997598559136
tolazamide = No	readmitted = >30 and admission_source_id = 7 and number_outpatient = 0	17.164868423638545	99.9599267231509
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and discharge_disposition_id = 1 and diabetesMed and number_outpatient = 0	12.252618752825109	99.95990055337236
tolazamide = No	num_procedures = 0 and gender = Female and diabetesMed and metformin = No and glipizide = No	12.251636106361653	99.9598973371832
tolazamide = No	gender = Female and admission_source_id = 7 and number_inpatient = 0 and diabetesMed and glipizide = No	12.225104651848358	99.95981030463788
tolazamide = No	change and discharge_disposition_id = 1 and number_inpatient = 0 and number_outpatient = 0 and number_emergency = 0	19.541890218737105	99.95977271584452
tolazamide = No	admission_type_id = 1 and admission_source_id = 7 and glipizide = No and number_emergency = 0	36.63993868286068	99.95977150213211
tolazamide = No	admission_type_id = 1 and admission_source_id = 7 and number_inpatient = 0 and number_outpatient = 0	26.85179726038166	99.95974529751884
tolazamide = No	admission_source_id = 1 and number_inpatient = 0 and glipizide = No and number_emergency = 0	17.077412888391013	99.95972150296335
tolazamide = No	admission_source_id = 1 and diabetesMed and metformin = No and glipizide = No and number_emergency = 0	12.19464261148124	99.9597099113618
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and admission_source_id = 7 and diabetesMed and glipizide = No	17.072499656073738	99.9597099113618
tolazamide = No	readmitted = >30 and admission_type_id = 1 and admission_source_id = 7 and number_outpatient = 0 and number_emergency = 0	12.187764086237053	99.95968717245827
tolazamide = No	admission_type_id = 1 and readmitted = NO and admission_source_id = 7 and discharge_disposition_id = 1	14.618831436825658	99.95966928816293
tolazamide = No	gender = Female and number_inpatient = 0 and metformin = No and number_outpatient = 0	24.358823182595366	99.95965952640285
tolazamide = No	admission_type_id = 1 and admission_source_id = 7 and discharge_disposition_id = 1 and diabetesMed	21.91105084212802	99.95963763566239
tolazamide = No	num_procedures = 0 and discharge_disposition_id = 1 and glipizide = No	24.32148261698406	99.95959759201648
tolazamide = No	discharge_disposition_id = 1 and glipizide = No and number_emergency = 0	46.20600200459879	99.95959338182128
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and number_outpatient = 0 and glipizide = No	21.886484680541635	99.95959233152247
tolazamide = No	change and metformin = No and glipizide = No	46.202071418744964	99.95958994427666
tolazamide = No	num_procedures = 1 and metformin = No and glipizide = No	14.586404103531631	99.95957962813257
tolazamide = No	admission_type_id = 3 and diabetesMed and number_outpatient = 0	12.15238881355266	99.95956982291582
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and readmitted = NO and number_outpatient = 0 and glipizide = No	12.15238881355266	99.95956982291582
tolazamide = No	metformin = No and glipizide = No and number_emergency = 0	63.18121966079045	99.9595626545562
tolazamide = No	num_procedures = 0 and readmitted = NO and admission_source_id = 7 and metformin = No	12.146492934771928	99.95955019820403
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and admission_source_id = 7 and number_inpatient = 0	17.00371440363186	99.95954692556634
tolazamide = No	admission_type_id = 1 and readmitted = NO and discharge_disposition_id = 1 and glipizide = No	14.574612345970166	99.95954692556634
tolazamide = No	readmitted = >30 and admission_type_id = 1 and admission_source_id = 7 and number_outpatient = 0 and glipizide = No	12.142562348918107	99.95953710447519
tolazamide = No	admission_type_id = 1 and diabetesMed and metformin = No and number_emergency = 0	26.71127881610754	99.95953353198689
tolazamide = No	number_diagnoses = 9 and admission_source_id = 7 and diabetesMed and number_outpatient = 0	19.42102470373209	99.95952236389395
tolazamide = No	num_procedures = 0 and metformin = No and number_outpatient = 0 and glipizide = No	26.702434997936443	99.95952012953559
tolazamide = No	metformin = Steady and number_inpatient = 0 and number_emergency = 0	12.135683823673919	99.95951417004049
tolazamide = No	metformin = Steady and number_inpatient = 0 and diabetesMed and number_emergency = 0	12.135683823673919	99.95951417004049
tolazamide = No	readmitted = >30 and number_outpatient = 0 and number_emergency = 0	24.26448912210365	99.95950269307092
tolazamide = No	admission_type_id = 1 and admission_source_id = 7 and number_inpatient = 0 and glipizide = No	26.69064324037498	99.95950224578455
tolazamide = No	discharge_disposition_id = 1 and metformin = No and number_outpatient = 0 and number_emergency = 0	36.375606784191184	99.95947917229456
tolazamide = No	readmitted = NO and change and glipizide = No and number_emergency = 0	26.672955604032783	99.95947539050988
tolazamide = No	num_procedures = 1 and metformin = No and number_outpatient = 0 and number_emergency = 0	12.11013501562408	99.95942875689711
tolazamide = No	discharge_disposition_id = 1 and number_outpatient = 0 and number_emergency = 0	45.99276772202897	99.95940604636256
tolazamide = No	readmitted = NO and change and admission_source_id = 7 and number_emergency = 0	14.523514729870488	99.95940460081191
tolazamide = No	gender = Female and number_inpatient = 0 and metformin = No and number_outpatient = 0 and glipizide = No	21.780358862488452	99.9593954432664
tolazamide = No	readmitted = >30 and admission_source_id = 7 and diabetesMed	16.939842383507262	99.9593943964267
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and discharge_disposition_id = 1 and diabetesMed and glipizide = No	12.09539531867225	99.95937931594769
tolazamide = No	readmitted = >30 and admission_source_id = 7 and metformin = No and number_emergency = 0	14.512705618772479	99.95937436522445
tolazamide = No	num_procedures = 0 and number_diagnoses = 9 and admission_source_id = 7 and number_outpatient = 0	12.093430025745338	99.9593727147152
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and diabetesMed and metformin = No	16.926085333018886	99.95936139332365
tolazamide = No	time_in_hospital = 2	16.925102686555434	99.95935903390618
tolazamide = No	age = [80-90) and metformin = No and number_outpatient = 0	12.087534146964606	99.95935289813836
tolazamide = No	time_in_hospital = 2 and metformin = No and glipizide = No	12.087534146964606	99.95935289813836
tolazamide = No	gender = Female and change and number_inpatient = 0 and metformin = No and number_emergency = 0	16.922154747165067	99.95935195400963
tolazamide = No	gender = Female and readmitted = NO and number_inpatient = 0 and metformin = No	16.918224161311244	99.95934251030958
tolazamide = No	admission_source_id = 1 and diabetesMed and number_outpatient = 0 and number_emergency = 0	16.911345636067054	99.95932597327135
tolazamide = No	admission_type_id = 1 and number_inpatient = 0 and number_outpatient = 0 and glipizide = No	26.564864493052692	99.95931049789154
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and number_inpatient = 0 and number_outpatient = 0	16.901519171432504	99.9593023255814
tolazamide = No	age = [80-90)	16.898571232042137	99.95929522591149
tolazamide = No	number_diagnoses = 9 and admission_source_id = 7 and diabetesMed and number_outpatient = 0 and number_emergency = 0	16.892675353261406	99.95928101913792
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and change and admission_source_id = 7 and number_outpatient = 0	12.061985338914766	99.95926680244399
tolazamide = No	gender = Female and number_inpatient = 0 and glipizide = No and number_emergency = 0	28.939920995224337	99.95925435469084
tolazamide = No	admission_source_id = 7 and discharge_disposition_id = 1 and number_emergency = 0	28.938938348760885	99.95925297113753
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and readmitted = NO and admission_source_id = 7 and glipizide = No	12.057072106597488	99.95925020374898
tolazamide = No	gender = Female and change and number_inpatient = 0 and metformin = No and glipizide = No	16.869091838138477	99.95922409273606
tolazamide = No	readmitted = >30 and discharge_disposition_id = 1 and metformin = No and number_emergency = 0	14.455712123892067	99.95921419346068
tolazamide = No	change and admission_source_id = 7 and number_emergency = 0	26.500009826464634	99.95921091664195
tolazamide = No	number_diagnoses = 9 and admission_source_id = 7 and number_inpatient = 0 and diabetesMed and number_outpatient = 0	12.041349763182202	99.95919699689897
tolazamide = No	age = [50-60) and discharge_disposition_id = 1	12.039384470255293	99.95919033627163
tolazamide = No	readmitted = >30 and discharge_disposition_id = 1 and metformin = No and number_outpatient = 0 and glipizide = No	12.039384470255293	99.95919033627163
tolazamide = No	gender = Female and diabetesMed and metformin = No and number_emergency = 0	26.481339543658983	99.95918215889273
tolazamide = No	admission_type_id = 1 and admission_source_id = 7 and metformin = No and number_outpatient = 0 and glipizide = No	28.878014268026647	99.95916700694161
tolazamide = No	change and discharge_disposition_id = 1 and number_inpatient = 0 and glipizide = No	21.65556276162962	99.9591614484073
tolazamide = No	admission_source_id = 7 and metformin = No and glipizide = No	40.859422596938074	99.95911594237754
tolazamide = No	num_procedures = 0 and change and number_outpatient = 0 and glipizide = No	19.219582178723737	99.95909811340049
tolazamide = No	gender = Female and diabetesMed and number_outpatient = 0 and glipizide = No	28.82298606607315	99.95908904950225
tolazamide = No	readmitted = >30 and change and metformin = No and number_emergency = 0	14.404614507792388	99.95906951360939
tolazamide = No	number_emergency = 0	88.81453530648743	99.95906309814899
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and number_inpatient = 0 and glipizide = No	16.797358646306233	99.95904995904996
tolazamide = No	readmitted = >30 and change and glipizide = No and number_emergency = 0	14.396753336084744	99.95904716401611
tolazamide = No	gender = Male and admission_type_id = 1 and discharge_disposition_id = 1 and metformin = No	11.99713067232671	99.95904660496355
tolazamide = No	admission_type_id = 1 and readmitted = NO and discharge_disposition_id = 1 and number_inpatient = 0 and number_outpatient = 0	11.996148025863256	99.95904325032765
tolazamide = No	admission_source_id = 1 and readmitted = NO and metformin = No and number_emergency = 0	11.986321561228701	99.959009673717
tolazamide = No	num_procedures = 0 and readmitted = NO and diabetesMed and number_outpatient = 0 and number_emergency = 0	14.38299628559637	99.95900799344128
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and admission_source_id = 7 and number_inpatient = 0 and diabetesMed	11.984356268301791	99.95900295178747
tolazamide = No	time_in_hospital = 3 and number_outpatient = 0	14.37611776035218	99.95898838004102
tolazamide = No	change and number_outpatient = 0	45.51814948018002	99.95898277276456
tolazamide = No	number_inpatient = 1 and diabetesMed and number_outpatient = 0	11.978460389521057	99.95898277276456
tolazamide = No	readmitted = NO and discharge_disposition_id = 1 and number_inpatient = 0 and metformin = No and number_emergency = 0	19.162588683843325	99.9589764627455
tolazamide = No	num_procedures = 1 and number_outpatient = 0	16.758052787768015	99.9589539111059
tolazamide = No	gender = Male and discharge_disposition_id = 1 and number_inpatient = 0 and number_emergency = 0	19.147848986891496	99.9589448835061
tolazamide = No	gender = Male and readmitted = NO and number_inpatient = 0 and metformin = No and number_emergency = 0	14.357447477546529	99.95893504893574
tolazamide = No	num_procedures = 0 and admission_source_id = 7 and discharge_disposition_id = 1 and glipizide = No	16.747243676670006	99.95892741888164
tolazamide = No	admission_type_id = 3 and diabetesMed	14.353516891692708	99.95892380365578
tolazamide = No	admission_source_id = 1 and number_inpatient = 0 and number_outpatient = 0 and number_emergency = 0	16.74036515142582	99.95891054238083
tolazamide = No	gender = Female and diabetesMed and metformin = No and number_outpatient = 0 and glipizide = No	21.506200499184402	99.95887782143836
tolazamide = No	readmitted = NO and admission_source_id = 7 and number_inpatient = 0 and metformin = No	16.71481634337598	99.95884773662551
tolazamide = No	admission_type_id = 1 and number_inpatient = 0 and diabetesMed and number_outpatient = 0 and number_emergency = 0	21.474755812353834	99.9588176077606
tolazamide = No	admission_type_id = 1 and admission_source_id = 7 and discharge_disposition_id = 1 and diabetesMed and number_emergency = 0	19.082994320303442	99.95880535530381
tolazamide = No	num_procedures = 0 and admission_type_id = 1 and readmitted = NO and admission_source_id = 7 and number_outpatient = 0	11.924414834031012	99.958796868562
tolazamide = No	readmitted = >30 and change and number_outpatient = 0	14.301436629129572	99.95877422014566
tolazamide = No	age = [50-60) and number_outpatient = 0	14.300453982666117	99.95877138734282
tolazamide = No	gender = Female and readmitted = NO and number_emergency = 0	26.20914647328184	99.95875824835034
tolazamide = No	readmitted = >30 and discharge_disposition_id = 1 and diabetesMed and number_emergency = 0	14.293575457421928	99.958751546817
tolazamide = No	num_procedures = 0 and admission_source_id = 7 and discharge_disposition_id = 1 and number_emergency = 0	16.661753434349393	99.9587166784619
tolazamide = No	readmitted = >30 and admission_type_id = 1 and diabetesMed and number_outpatient = 0	11.899848672444628	99.95871180842279
tolazamide = No	num_procedures = 0 and discharge_disposition_id = 1 and metformin = No and glipizide = No	19.037792582984494	99.95870754619594
